total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L1_BW_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_HBM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
9.149999999999993,0.6600197362941118,1,856597.541574674,13.86322180511684,92.78677786885252,0.0,0.0,0.0,0.6600098249999942,3.1501176470588246e-06,0.0,6.761176470588236e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.78677786885252,0.0,0.0,0.0,7.213222131147475,9.149999999999993,1.0
